Id,State,Country,Lat,Long,Date,ConfirmedCases,Fatalities,DateTimeStamp,Year,Month,WeekNumber,Day,population
29,,Afghanistan,33.0,65.0,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,27657145
30,,Afghanistan,33.0,65.0,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,27657145
31,,Afghanistan,33.0,65.0,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,27657145
32,,Afghanistan,33.0,65.0,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,27657145
33,,Afghanistan,33.0,65.0,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,27657145
34,,Afghanistan,33.0,65.0,2020-02-24,1.0,0.0,2020-02-24,2020,2,9,24,27657145
35,,Afghanistan,33.0,65.0,2020-02-25,1.0,0.0,2020-02-25,2020,2,9,25,27657145
36,,Afghanistan,33.0,65.0,2020-02-26,1.0,0.0,2020-02-26,2020,2,9,26,27657145
37,,Afghanistan,33.0,65.0,2020-02-27,1.0,0.0,2020-02-27,2020,2,9,27,27657145
38,,Afghanistan,33.0,65.0,2020-02-28,1.0,0.0,2020-02-28,2020,2,9,28,27657145
39,,Afghanistan,33.0,65.0,2020-02-29,1.0,0.0,2020-02-29,2020,2,9,29,27657145
40,,Afghanistan,33.0,65.0,2020-03-01,1.0,0.0,2020-03-01,2020,3,9,1,27657145
41,,Afghanistan,33.0,65.0,2020-03-02,1.0,0.0,2020-03-02,2020,3,10,2,27657145
42,,Afghanistan,33.0,65.0,2020-03-03,1.0,0.0,2020-03-03,2020,3,10,3,27657145
43,,Afghanistan,33.0,65.0,2020-03-04,1.0,0.0,2020-03-04,2020,3,10,4,27657145
44,,Afghanistan,33.0,65.0,2020-03-05,1.0,0.0,2020-03-05,2020,3,10,5,27657145
45,,Afghanistan,33.0,65.0,2020-03-06,1.0,0.0,2020-03-06,2020,3,10,6,27657145
46,,Afghanistan,33.0,65.0,2020-03-07,1.0,0.0,2020-03-07,2020,3,10,7,27657145
47,,Afghanistan,33.0,65.0,2020-03-08,4.0,0.0,2020-03-08,2020,3,10,8,27657145
48,,Afghanistan,33.0,65.0,2020-03-09,4.0,0.0,2020-03-09,2020,3,11,9,27657145
49,,Afghanistan,33.0,65.0,2020-03-10,5.0,0.0,2020-03-10,2020,3,11,10,27657145
50,,Afghanistan,33.0,65.0,2020-03-11,7.0,0.0,2020-03-11,2020,3,11,11,27657145
51,,Afghanistan,33.0,65.0,2020-03-12,7.0,0.0,2020-03-12,2020,3,11,12,27657145
52,,Afghanistan,33.0,65.0,2020-03-13,7.0,0.0,2020-03-13,2020,3,11,13,27657145
53,,Afghanistan,33.0,65.0,2020-03-14,11.0,0.0,2020-03-14,2020,3,11,14,27657145
54,,Afghanistan,33.0,65.0,2020-03-15,16.0,0.0,2020-03-15,2020,3,11,15,27657145
55,,Afghanistan,33.0,65.0,2020-03-16,21.0,0.0,2020-03-16,2020,3,12,16,27657145
56,,Afghanistan,33.0,65.0,2020-03-17,22.0,0.0,2020-03-17,2020,3,12,17,27657145
57,,Afghanistan,33.0,65.0,2020-03-18,22.0,0.0,2020-03-18,2020,3,12,18,27657145
58,,Afghanistan,33.0,65.0,2020-03-19,22.0,0.0,2020-03-19,2020,3,12,19,27657145
59,,Afghanistan,33.0,65.0,2020-03-20,24.0,0.0,2020-03-20,2020,3,12,20,27657145
60,,Afghanistan,33.0,65.0,2020-03-21,24.0,0.0,2020-03-21,2020,3,12,21,27657145
61,,Afghanistan,33.0,65.0,2020-03-22,40.0,1.0,2020-03-22,2020,3,12,22,27657145
94,,Albania,41.1533,20.1683,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,2886026
95,,Albania,41.1533,20.1683,2020-01-23,0.0,0.0,2020-01-23,2020,1,4,23,2886026
96,,Albania,41.1533,20.1683,2020-01-24,0.0,0.0,2020-01-24,2020,1,4,24,2886026
97,,Albania,41.1533,20.1683,2020-01-25,0.0,0.0,2020-01-25,2020,1,4,25,2886026
98,,Albania,41.1533,20.1683,2020-01-26,0.0,0.0,2020-01-26,2020,1,4,26,2886026
99,,Albania,41.1533,20.1683,2020-01-27,0.0,0.0,2020-01-27,2020,1,5,27,2886026
100,,Albania,41.1533,20.1683,2020-01-28,0.0,0.0,2020-01-28,2020,1,5,28,2886026
101,,Albania,41.1533,20.1683,2020-01-29,0.0,0.0,2020-01-29,2020,1,5,29,2886026
102,,Albania,41.1533,20.1683,2020-01-30,0.0,0.0,2020-01-30,2020,1,5,30,2886026
103,,Albania,41.1533,20.1683,2020-01-31,0.0,0.0,2020-01-31,2020,1,5,31,2886026
104,,Albania,41.1533,20.1683,2020-02-01,0.0,0.0,2020-02-01,2020,2,5,1,2886026
105,,Albania,41.1533,20.1683,2020-02-02,0.0,0.0,2020-02-02,2020,2,5,2,2886026
106,,Albania,41.1533,20.1683,2020-02-03,0.0,0.0,2020-02-03,2020,2,6,3,2886026
107,,Albania,41.1533,20.1683,2020-02-04,0.0,0.0,2020-02-04,2020,2,6,4,2886026
108,,Albania,41.1533,20.1683,2020-02-05,0.0,0.0,2020-02-05,2020,2,6,5,2886026
109,,Albania,41.1533,20.1683,2020-02-06,0.0,0.0,2020-02-06,2020,2,6,6,2886026
110,,Albania,41.1533,20.1683,2020-02-07,0.0,0.0,2020-02-07,2020,2,6,7,2886026
111,,Albania,41.1533,20.1683,2020-02-08,0.0,0.0,2020-02-08,2020,2,6,8,2886026
112,,Albania,41.1533,20.1683,2020-02-09,0.0,0.0,2020-02-09,2020,2,6,9,2886026
113,,Albania,41.1533,20.1683,2020-02-10,0.0,0.0,2020-02-10,2020,2,7,10,2886026
114,,Albania,41.1533,20.1683,2020-02-11,0.0,0.0,2020-02-11,2020,2,7,11,2886026
115,,Albania,41.1533,20.1683,2020-02-12,0.0,0.0,2020-02-12,2020,2,7,12,2886026
116,,Albania,41.1533,20.1683,2020-02-13,0.0,0.0,2020-02-13,2020,2,7,13,2886026
117,,Albania,41.1533,20.1683,2020-02-14,0.0,0.0,2020-02-14,2020,2,7,14,2886026
118,,Albania,41.1533,20.1683,2020-02-15,0.0,0.0,2020-02-15,2020,2,7,15,2886026
119,,Albania,41.1533,20.1683,2020-02-16,0.0,0.0,2020-02-16,2020,2,7,16,2886026
120,,Albania,41.1533,20.1683,2020-02-17,0.0,0.0,2020-02-17,2020,2,8,17,2886026
121,,Albania,41.1533,20.1683,2020-02-18,0.0,0.0,2020-02-18,2020,2,8,18,2886026
122,,Albania,41.1533,20.1683,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,2886026
123,,Albania,41.1533,20.1683,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,2886026
124,,Albania,41.1533,20.1683,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,2886026
125,,Albania,41.1533,20.1683,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,2886026
126,,Albania,41.1533,20.1683,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,2886026
127,,Albania,41.1533,20.1683,2020-02-24,0.0,0.0,2020-02-24,2020,2,9,24,2886026
128,,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,2020-02-25,2020,2,9,25,2886026
129,,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,2020-02-26,2020,2,9,26,2886026
130,,Albania,41.1533,20.1683,2020-02-27,0.0,0.0,2020-02-27,2020,2,9,27,2886026
131,,Albania,41.1533,20.1683,2020-02-28,0.0,0.0,2020-02-28,2020,2,9,28,2886026
132,,Albania,41.1533,20.1683,2020-02-29,0.0,0.0,2020-02-29,2020,2,9,29,2886026
133,,Albania,41.1533,20.1683,2020-03-01,0.0,0.0,2020-03-01,2020,3,9,1,2886026
134,,Albania,41.1533,20.1683,2020-03-02,0.0,0.0,2020-03-02,2020,3,10,2,2886026
135,,Albania,41.1533,20.1683,2020-03-03,0.0,0.0,2020-03-03,2020,3,10,3,2886026
136,,Albania,41.1533,20.1683,2020-03-04,0.0,0.0,2020-03-04,2020,3,10,4,2886026
137,,Albania,41.1533,20.1683,2020-03-05,0.0,0.0,2020-03-05,2020,3,10,5,2886026
138,,Albania,41.1533,20.1683,2020-03-06,0.0,0.0,2020-03-06,2020,3,10,6,2886026
139,,Albania,41.1533,20.1683,2020-03-07,0.0,0.0,2020-03-07,2020,3,10,7,2886026
140,,Albania,41.1533,20.1683,2020-03-08,0.0,0.0,2020-03-08,2020,3,10,8,2886026
141,,Albania,41.1533,20.1683,2020-03-09,2.0,0.0,2020-03-09,2020,3,11,9,2886026
142,,Albania,41.1533,20.1683,2020-03-10,10.0,0.0,2020-03-10,2020,3,11,10,2886026
143,,Albania,41.1533,20.1683,2020-03-11,12.0,1.0,2020-03-11,2020,3,11,11,2886026
144,,Albania,41.1533,20.1683,2020-03-12,23.0,1.0,2020-03-12,2020,3,11,12,2886026
145,,Albania,41.1533,20.1683,2020-03-13,33.0,1.0,2020-03-13,2020,3,11,13,2886026
146,,Albania,41.1533,20.1683,2020-03-14,38.0,1.0,2020-03-14,2020,3,11,14,2886026
147,,Albania,41.1533,20.1683,2020-03-15,42.0,1.0,2020-03-15,2020,3,11,15,2886026
148,,Albania,41.1533,20.1683,2020-03-16,51.0,1.0,2020-03-16,2020,3,12,16,2886026
149,,Albania,41.1533,20.1683,2020-03-17,55.0,1.0,2020-03-17,2020,3,12,17,2886026
150,,Albania,41.1533,20.1683,2020-03-18,59.0,2.0,2020-03-18,2020,3,12,18,2886026
151,,Albania,41.1533,20.1683,2020-03-19,64.0,2.0,2020-03-19,2020,3,12,19,2886026
152,,Albania,41.1533,20.1683,2020-03-20,70.0,2.0,2020-03-20,2020,3,12,20,2886026
153,,Albania,41.1533,20.1683,2020-03-21,76.0,2.0,2020-03-21,2020,3,12,21,2886026
154,,Albania,41.1533,20.1683,2020-03-22,89.0,2.0,2020-03-22,2020,3,12,22,2886026
187,,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,40400000
188,,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0,2020-01-23,2020,1,4,23,40400000
189,,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0,2020-01-24,2020,1,4,24,40400000
190,,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0,2020-01-25,2020,1,4,25,40400000
191,,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0,2020-01-26,2020,1,4,26,40400000
192,,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0,2020-01-27,2020,1,5,27,40400000
193,,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0,2020-01-28,2020,1,5,28,40400000
194,,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0,2020-01-29,2020,1,5,29,40400000
195,,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0,2020-01-30,2020,1,5,30,40400000
196,,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0,2020-01-31,2020,1,5,31,40400000
197,,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,2020-02-01,2020,2,5,1,40400000
198,,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,2020-02-02,2020,2,5,2,40400000
199,,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0,2020-02-03,2020,2,6,3,40400000
200,,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0,2020-02-04,2020,2,6,4,40400000
201,,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,2020-02-05,2020,2,6,5,40400000
202,,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0,2020-02-06,2020,2,6,6,40400000
203,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,2020-02-07,2020,2,6,7,40400000
204,,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0,2020-02-08,2020,2,6,8,40400000
205,,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0,2020-02-09,2020,2,6,9,40400000
206,,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0,2020-02-10,2020,2,7,10,40400000
207,,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0,2020-02-11,2020,2,7,11,40400000
208,,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0,2020-02-12,2020,2,7,12,40400000
209,,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0,2020-02-13,2020,2,7,13,40400000
210,,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0,2020-02-14,2020,2,7,14,40400000
211,,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0,2020-02-15,2020,2,7,15,40400000
212,,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0,2020-02-16,2020,2,7,16,40400000
213,,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0,2020-02-17,2020,2,8,17,40400000
214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,2020-02-18,2020,2,8,18,40400000
215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,40400000
216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,40400000
217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,40400000
218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,40400000
219,,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,40400000
220,,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0,2020-02-24,2020,2,9,24,40400000
221,,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,2020-02-25,2020,2,9,25,40400000
222,,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,2020-02-26,2020,2,9,26,40400000
223,,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,2020-02-27,2020,2,9,27,40400000
224,,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0,2020-02-28,2020,2,9,28,40400000
225,,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0,2020-02-29,2020,2,9,29,40400000
226,,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0,2020-03-01,2020,3,9,1,40400000
227,,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0,2020-03-02,2020,3,10,2,40400000
228,,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0,2020-03-03,2020,3,10,3,40400000
229,,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0,2020-03-04,2020,3,10,4,40400000
230,,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0,2020-03-05,2020,3,10,5,40400000
231,,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0,2020-03-06,2020,3,10,6,40400000
232,,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0,2020-03-07,2020,3,10,7,40400000
233,,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0,2020-03-08,2020,3,10,8,40400000
234,,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0,2020-03-09,2020,3,11,9,40400000
235,,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0,2020-03-10,2020,3,11,10,40400000
236,,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0,2020-03-11,2020,3,11,11,40400000
237,,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0,2020-03-12,2020,3,11,12,40400000
238,,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0,2020-03-13,2020,3,11,13,40400000
239,,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0,2020-03-14,2020,3,11,14,40400000
240,,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0,2020-03-15,2020,3,11,15,40400000
241,,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0,2020-03-16,2020,3,12,16,40400000
242,,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0,2020-03-17,2020,3,12,17,40400000
243,,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0,2020-03-18,2020,3,12,18,40400000
244,,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0,2020-03-19,2020,3,12,19,40400000
245,,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0,2020-03-20,2020,3,12,20,40400000
246,,Algeria,28.0339,1.6596,2020-03-21,139.0,15.0,2020-03-21,2020,3,12,21,40400000
247,,Algeria,28.0339,1.6596,2020-03-22,201.0,17.0,2020-03-22,2020,3,12,22,40400000
280,,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,78014
281,,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0,2020-01-23,2020,1,4,23,78014
282,,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0,2020-01-24,2020,1,4,24,78014
283,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,2020-01-25,2020,1,4,25,78014
284,,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0,2020-01-26,2020,1,4,26,78014
285,,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0,2020-01-27,2020,1,5,27,78014
286,,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0,2020-01-28,2020,1,5,28,78014
287,,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0,2020-01-29,2020,1,5,29,78014
288,,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0,2020-01-30,2020,1,5,30,78014
289,,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0,2020-01-31,2020,1,5,31,78014
290,,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,2020-02-01,2020,2,5,1,78014
291,,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,2020-02-02,2020,2,5,2,78014
292,,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0,2020-02-03,2020,2,6,3,78014
293,,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0,2020-02-04,2020,2,6,4,78014
294,,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,2020-02-05,2020,2,6,5,78014
295,,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0,2020-02-06,2020,2,6,6,78014
296,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,2020-02-07,2020,2,6,7,78014
297,,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0,2020-02-08,2020,2,6,8,78014
298,,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0,2020-02-09,2020,2,6,9,78014
299,,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0,2020-02-10,2020,2,7,10,78014
300,,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0,2020-02-11,2020,2,7,11,78014
301,,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0,2020-02-12,2020,2,7,12,78014
302,,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0,2020-02-13,2020,2,7,13,78014
303,,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0,2020-02-14,2020,2,7,14,78014
304,,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0,2020-02-15,2020,2,7,15,78014
305,,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0,2020-02-16,2020,2,7,16,78014
306,,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0,2020-02-17,2020,2,8,17,78014
307,,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0,2020-02-18,2020,2,8,18,78014
308,,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0,2020-02-19,2020,2,8,19,78014
309,,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0,2020-02-20,2020,2,8,20,78014
310,,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0,2020-02-21,2020,2,8,21,78014
311,,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0,2020-02-22,2020,2,8,22,78014
312,,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0,2020-02-23,2020,2,8,23,78014
313,,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0,2020-02-24,2020,2,9,24,78014
314,,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,2020-02-25,2020,2,9,25,78014
315,,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,2020-02-26,2020,2,9,26,78014
316,,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,2020-02-27,2020,2,9,27,78014
317,,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0,2020-02-28,2020,2,9,28,78014
318,,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0,2020-02-29,2020,2,9,29,78014
319,,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0,2020-03-01,2020,3,9,1,78014
320,,Andorra,42.5063,1.5218,2020-03-02,1.0,0.0,2020-03-02,2020,3,10,2,78014
321,,Andorra,42.5063,1.5218,2020-03-03,1.0,0.0,2020-03-03,2020,3,10,3,78014
322,,Andorra,42.5063,1.5218,2020-03-04,1.0,0.0,2020-03-04,2020,3,10,4,78014
323,,Andorra,42.5063,1.5218,2020-03-05,1.0,0.0,2020-03-05,2020,3,10,5,78014
324,,Andorra,42.5063,1.5218,2020-03-06,1.0,0.0,2020-03-06,2020,3,10,6,78014
325,,Andorra,42.5063,1.5218,2020-03-07,1.0,0.0,2020-03-07,2020,3,10,7,78014
326,,Andorra,42.5063,1.5218,2020-03-08,1.0,0.0,2020-03-08,2020,3,10,8,78014
327,,Andorra,42.5063,1.5218,2020-03-09,1.0,0.0,2020-03-09,2020,3,11,9,78014
328,,Andorra,42.5063,1.5218,2020-03-10,1.0,0.0,2020-03-10,2020,3,11,10,78014
329,,Andorra,42.5063,1.5218,2020-03-11,1.0,0.0,2020-03-11,2020,3,11,11,78014
330,,Andorra,42.5063,1.5218,2020-03-12,1.0,0.0,2020-03-12,2020,3,11,12,78014
331,,Andorra,42.5063,1.5218,2020-03-13,1.0,0.0,2020-03-13,2020,3,11,13,78014
332,,Andorra,42.5063,1.5218,2020-03-14,1.0,0.0,2020-03-14,2020,3,11,14,78014
333,,Andorra,42.5063,1.5218,2020-03-15,1.0,0.0,2020-03-15,2020,3,11,15,78014
334,,Andorra,42.5063,1.5218,2020-03-16,2.0,0.0,2020-03-16,2020,3,12,16,78014
335,,Andorra,42.5063,1.5218,2020-03-17,39.0,0.0,2020-03-17,2020,3,12,17,78014
336,,Andorra,42.5063,1.5218,2020-03-18,39.0,0.0,2020-03-18,2020,3,12,18,78014
337,,Andorra,42.5063,1.5218,2020-03-19,53.0,0.0,2020-03-19,2020,3,12,19,78014
338,,Andorra,42.5063,1.5218,2020-03-20,75.0,0.0,2020-03-20,2020,3,12,20,78014
339,,Andorra,42.5063,1.5218,2020-03-21,88.0,0.0,2020-03-21,2020,3,12,21,78014
340,,Andorra,42.5063,1.5218,2020-03-22,113.0,1.0,2020-03-22,2020,3,12,22,78014
373,,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0.0,0.0,2020-01-22,2020,1,4,22,86295
374,,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0.0,0.0,2020-01-23,2020,1,4,23,86295
375,,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0.0,0.0,2020-01-24,2020,1,4,24,86295
376,,Antigua and Barbuda,17.0608,-61.7964,2020-01-25,0.0,0.0,2020-01-25,2020,1,4,25,86295
377,,Antigua and Barbuda,17.0608,-61.7964,2020-01-26,0.0,0.0,2020-01-26,2020,1,4,26,86295
378,,Antigua and Barbuda,17.0608,-61.7964,2020-01-27,0.0,0.0,2020-01-27,2020,1,5,27,86295
379,,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0.0,0.0,2020-01-28,2020,1,5,28,86295
380,,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0.0,0.0,2020-01-29,2020,1,5,29,86295
381,,Antigua and Barbuda,17.0608,-61.7964,2020-01-30,0.0,0.0,2020-01-30,2020,1,5,30,86295
382,,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0.0,0.0,2020-01-31,2020,1,5,31,86295
383,,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0,2020-02-01,2020,2,5,1,86295
384,,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0,2020-02-02,2020,2,5,2,86295
385,,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0.0,0.0,2020-02-03,2020,2,6,3,86295
386,,Antigua and Barbuda,17.0608,-61.7964,2020-02-04,0.0,0.0,2020-02-04,2020,2,6,4,86295
387,,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0,2020-02-05,2020,2,6,5,86295
388,,Antigua and Barbuda,17.0608,-61.7964,2020-02-06,0.0,0.0,2020-02-06,2020,2,6,6,86295
389,,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,2020-02-07,2020,2,6,7,86295
390,,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0.0,0.0,2020-02-08,2020,2,6,8,86295
